client,state,gender,education,client_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
QC89139,Oregon,F,High School or Below,4528.7374,90034,112,0.0,Corporate Auto,SUV,537.6
LA14484,Nevada,M,High School or Below,2227.0728,27972,61,0.0,Special Auto,Four-Door Car,292.8
HN57556,California,F,High School or Below,7292.9488,0,65,0.0,Personal Auto,Four-Door Car,312.0
CV31235,Arizona,M,Bachelor,3184.3552,50989,80,0.0,Corporate Auto,Four-Door Car,255.999709
WR45726,Arizona,F,Bachelor,11315.203700000002,11885,101,0.0,Special Auto,Four-Door Car,484.8
LB25094,California,F,Bachelor,2530.7051,89451,63,0.0,Special Auto,Four-Door Car,61.769564
KW56110,Oregon,M,Bachelor,18361.5553,0,182,0.0,Personal Auto,Luxury,1310.4
XO36233,Washington,M,Bachelor,8641.53,78904,109,0.0,Personal Auto,SUV,250.001424
ZX86243,Arizona,M,Doctor,3278.5319,70247,83,1.0,Personal Auto,Four-Door Car,141.799422
DW29763,Arizona,M,High School or Below,5271.982099999999,32653,67,0.0,Personal Auto,Two-Door Car,321.6
CT83377,Washington,M,High School or Below,3763.6377,93595,97,4.0,Special Auto,Four-Door Car,49.797016
OQ90898,California,M,Master,13955.569599999999,90279,115,0.0,Personal Auto,SUV,372.175592
GO77248,Oregon,F,College,5001.5275,0,72,0.0,Personal Auto,Four-Door Car,542.14385
QW33258,California,M,Bachelor,7082.830400000001,53310,189,3.0,Personal Auto,Luxury,1360.8
OU79745,California,M,College,7619.482800000001,0,105,0.0,Personal Auto,Four-Door Car,504.0
VZ79886,Oregon,F,Bachelor,12550.882,22234,160,0.0,Personal Auto,SUV,768.0
FI92440,Washington,F,High School or Below,32196.6004,91375,99,0.0,Personal Auto,Two-Door Car,72.632934
YG85980,Nevada,F,High School or Below,6793.7741000000005,22250,86,0.0,Personal Auto,Two-Door Car,720.601429
QM74621,Oregon,M,Bachelor,5272.3197,0,80,0.0,Personal Auto,Four-Door Car,576.0
EI71732,Oregon,F,Doctor,6265.3432999999995,0,84,1.0,Personal Auto,Four-Door Car,481.025786
VN79010,California,F,High School or Below,8547.5861,51179,71,0.0,Corporate Auto,Four-Door Car,466.176731
FI61723,California,M,Bachelor,2787.4237,38667,72,0.0,Personal Auto,Four-Door Car,159.266473
OH55411,California,F,Master,4626.8011,79487,114,0.0,Corporate Auto,SUV,547.2
TF10720,Nevada,F,Doctor,8663.364,67763,107,2.0,Personal Auto,Four-Door Car,41.283167
NW30838,Nevada,M,High School or Below,3872.2221999999997,0,62,2.0,Corporate Auto,Four-Door Car,503.808329
CB58476,Oregon,F,College,5170.8115,0,71,0.0,Corporate Auto,Four-Door Car,859.599411
WI69346,California,F,Master,8960.280200000001,71943,112,0.0,Corporate Auto,SUV,305.653785
FS76657,Oregon,F,College,5471.8343,53526,68,0.0,Personal Auto,Four-Door Car,278.902846
YX89016,Oregon,M,College,34931.0017,35005,295,0.0,Personal Auto,Luxury,1416.0
PK28821,California,M,College,2620.3923,24721,67,0.0,Personal Auto,Four-Door Car,139.963594
MB51200,Washington,M,College,19069.499499999998,0,102,2.0,Personal Auto,Four-Door Car,734.4
XG44587,Arizona,M,Master,5757.4423,88997,72,0.0,Personal Auto,Four-Door Car,174.041566
FG91922,Arizona,M,Master,40224.0136,48587,111,0.0,Personal Auto,SUV,532.8
OM99303,Arizona,F,High School or Below,2701.4883,76310,67,0.0,Personal Auto,Two-Door Car,321.6
RV67546,California,M,Bachelor,3712.4305,73205,92,0.0,Personal Auto,Four-Door Car,37.299865
UJ79253,Oregon,F,College,21850.84,51056,78,0.0,Personal Auto,Four-Door Car,95.816516
PN98247,California,M,College,7840.1658,58414,210,2.0,Personal Auto,Luxury,1008.0
IB67546,California,F,Bachelor,8237.037900000001,23940,107,0.0,Personal Auto,SUV,513.6
OE19087,California,F,High School or Below,2243.4739,0,62,0.0,Personal Auto,Four-Door Car,446.4
CM95716,California,M,Bachelor,8434.464100000001,44216,71,0.0,Personal Auto,Four-Door Car,72.205362
MW62634,California,M,High School or Below,2227.0728,27972,61,0.0,Corporate Auto,Four-Door Car,292.8
QW67581,Arizona,F,High School or Below,5170.026,0,69,0.0,Personal Auto,Four-Door Car,331.2
SN16059,California,F,Master,2641.4460999999997,29305,66,0.0,Personal Auto,Four-Door Car,475.2
OE51254,California,F,College,2790.683,53882,69,0.0,Personal Auto,Four-Door Car,331.2
RM42344,Oregon,M,College,2745.1297999999997,91757,69,1.0,Personal Auto,Four-Door Car,331.2
GB35238,California,F,Bachelor,7579.5327,33906,64,0.0,Personal Auto,Two-Door Car,401.592109
ML82674,Oregon,M,Bachelor,10978.7803,68158,139,1.0,Personal Auto,SUV,253.183568
EI85244,California,M,College,8255.0601,0,134,3.0,Personal Auto,SUV,643.2
DE28132,Oregon,M,College,4747.7346,42165,123,0.0,Corporate Auto,SUV,799.673766
TV25678,Washington,M,College,3540.9043,0,101,0.0,Personal Auto,SUV,727.2
TY26512,California,M,Doctor,3436.1342999999997,30817,88,0.0,Personal Auto,Four-Door Car,91.834668
OB69153,California,M,Bachelor,2582.1853,68074,65,0.0,Personal Auto,Four-Door Car,27.987867
QZ77637,Washington,F,College,11665.0978,84978,35353,1.0,Corporate Auto,Four-Door Car,166.77296
XN41715,California,F,Master,7396.2837,71135,92,1.0,Personal Auto,Four-Door Car,270.563995
QR15857,California,F,College,4330.7998,0,61,0.0,Personal Auto,Two-Door Car,292.8
FL69363,Oregon,M,Master,9075.768199999999,37722,116,0.0,Personal Auto,Luxury,158.077504
IS30295,Arizona,F,Bachelor,14635.451599999999,0,139,0.0,Personal Auto,SUV,667.2
WA25797,Washington,M,High School or Below,8564.768199999999,95697,107,0.0,Personal Auto,Luxury,178.006524
NL59519,California,F,College,11565.6875,64642,96,0.0,Personal Auto,Four-Door Car,404.265696
ZU93025,Oregon,F,College,2771.045,50071,71,0.0,Personal Auto,Two-Door Car,18.918935
DK94262,Oregon,M,High School or Below,8507.1288,46754,106,1.0,Personal Auto,SUV,513.818403
UQ30615,California,M,College,7582.1138,64801,64,0.0,Corporate Auto,Four-Door Car,268.471802
OR40060,Arizona,M,Bachelor,3323.0925,70410,83,0.0,Personal Auto,Four-Door Car,131.828507
DK32872,Nevada,F,High School or Below,5234.3317,66957,131,1.0,Personal Auto,SUV,628.8
FA46418,Nevada,F,High School or Below,24709.5996,24213,78,1.0,Personal Auto,Four-Door Car,374.4
ER19995,Washington,F,College,17786.2778,99790,6464,0.0,Personal Auto,Four-Door Car,178.986788
KI75855,Oregon,M,Master,2551.2267,79751,63,0.0,Personal Auto,Two-Door Car,392.235698
ND41876,Arizona,M,High School or Below,7247.7137,86122,182,1.0,Personal Auto,Luxury,873.6
PN21042,Arizona,M,Bachelor,4538.8478000000005,82297,116,0.0,Personal Auto,Luxury,0.382107
GJ43254,Washington,M,College,31642.1046,89057,98,0.0,Corporate Auto,Two-Door Car,187.363583
AL46984,California,M,High School or Below,8730.421999999999,43259,73,0.0,Personal Auto,Four-Door Car,350.4
JP58047,Oregon,M,College,8332.7306,0,79,0.0,Personal Auto,Four-Door Car,379.2
ZE85014,California,M,College,2357.7470000000003,25064,62,0.0,Personal Auto,Four-Door Car,297.6
KU88219,Arizona,M,Master,4637.164000000001,25816,119,0.0,Personal Auto,Luxury,571.2
UU98729,California,M,Bachelor,5357.1927000000005,0,73,0.0,Personal Auto,Four-Door Car,350.853987
WS82822,Oregon,F,College,5391.971,41662,69,0.0,Corporate Auto,Four-Door Car,217.973168
YB49933,Arizona,M,Bachelor,3694.1405,96170,92,0.0,Personal Auto,Four-Door Car,441.6
XC16387,Arizona,F,High School or Below,5040.4124,46072,64,0.0,Personal Auto,Four-Door Car,25.934064
XJ96748,Arizona,F,High School or Below,27495.4219,37931,99,0.0,Personal Auto,Four-Door Car,475.2
TM98684,Oregon,M,High School or Below,4842.285,35127,62,0.0,Personal Auto,Four-Door Car,297.6
AY18433,Washington,F,High School or Below,27382.818900000002,45473,76,0.0,Special Auto,Two-Door Car,188.938397
DM74502,Nevada,F,College,5227.1019,93087,131,3.0,Corporate Auto,Luxury,628.8
FT56968,Arizona,M,High School or Below,2590.096,22398,67,2.0,Personal Auto,Four-Door Car,321.6
OX36896,California,M,High School or Below,10536.078000000001,92983,87,1.0,Corporate Auto,Four-Door Car,153.205591
BZ65376,Arizona,M,Bachelor,8581.2787,27689,239,2.0,Personal Auto,Luxury,2893.239678
LN34660,California,F,College,9463.113299999999,69654,118,0.0,Corporate Auto,SUV,629.532731
JC29295,California,F,Bachelor,13441.006399999998,80744,111,0.0,Personal Auto,SUV,361.284757
KJ87930,California,F,Bachelor,3886.5047999999997,0,112,0.0,Corporate Auto,SUV,1185.988301
XT36360,Arizona,F,High School or Below,6784.8937,0,64,1.0,Personal Auto,Four-Door Car,460.8
IX35050,Arizona,M,Bachelor,23594.6802,76358,66,0.0,Special Auto,Four-Door Car,86.461582
UN97379,Oregon,M,Bachelor,2538.6263,18608,71,0.0,Corporate Auto,Four-Door Car,340.8
MR57294,California,M,High School or Below,5639.941999999999,73168,70,0.0,Personal Auto,Four-Door Car,425.800112
UG79499,Washington,M,Bachelor,11681.3743,70930,99,0.0,Personal Auto,Four-Door Car,190.43446
UA50747,Washington,F,High School or Below,25997.75,62262,72,0.0,Corporate Auto,Four-Door Car,193.505325
GL20444,Nevada,F,Master,13778.369299999998,91474,113,0.0,Corporate Auto,Two-Door Car,24.087774
SP58110,California,F,Bachelor,4923.1817,61469,63,5.0,Personal Auto,Four-Door Car,302.4
XM91635,Arizona,F,High School or Below,2272.3354,16618,62,0.0,Special Auto,Four-Door Car,219.288706
TV82603,California,F,Bachelor,14895.398000000001,48081,188,0.0,Personal Auto,Luxury,881.360959
BB82067,Oregon,M,Doctor,9756.045,67632,121,0.0,Personal Auto,Luxury,26.951627
JP94676,Oregon,F,Bachelor,9422.9741,34115,119,0.0,Personal Auto,SUV,466.122541
VU53417,Arizona,M,High School or Below,3837.3576000000003,23051,99,0.0,Personal Auto,Two-Door Car,475.2
IW54795,California,M,College,10952.1319,23748,99,0.0,Personal Auto,Four-Door Car,607.095655
RN78170,Arizona,F,College,8159.136600000001,40589,69,0.0,Corporate Auto,Four-Door Car,331.2
IX55883,California,F,College,19480.4998,50809,83,0.0,Personal Auto,Four-Door Car,290.381707
XM72420,Arizona,F,High School or Below,3919.3667,66676,97,0.0,Personal Auto,Four-Door Car,558.099357
GC15104,Nevada,F,Bachelor,7985.1421,52339,70,3.0,Corporate Auto,Four-Door Car,336.0
RX13282,Oregon,M,Bachelor,12168.7449,14973,115,0.0,Personal Auto,SUV,828.0
QA85890,Arizona,F,High School or Below,5849.3215,0,83,0.0,Corporate Auto,Four-Door Car,540.514115
IR62668,Arizona,F,Bachelor,5085.8366,31546,65,0.0,Personal Auto,Four-Door Car,100.049832
AL96740,California,F,College,2903.9397999999997,67763,73,1.0,Personal Auto,Four-Door Car,59.861963
SS48498,Washington,F,College,6273.1734,20836,79,0.0,Corporate Auto,Four-Door Car,193.57032
PE39479,Washington,M,College,18321.418999999998,88592,76,0.0,Corporate Auto,Four-Door Car,199.79727
JH62891,Oregon,F,College,5178.7042,66943,65,1.0,Special Auto,Four-Door Car,53.084753
FI20423,Arizona,F,High School or Below,14024.358400000001,81872,115,0.0,Special Auto,Four-Door Car,256.43803
PM13394,Washington,F,College,5309.4358999999995,22404,70,1.0,Personal Auto,Four-Door Car,211.136067
YV67971,California,F,High School or Below,4949.8038,21342,62,0.0,Personal Auto,Four-Door Car,74.350893
QD31377,California,M,Bachelor,8595.6653,34621,108,1.0,Corporate Auto,SUV,621.464468
YG10247,Oregon,M,College,22951.892000000003,62396,64,0.0,Personal Auto,Four-Door Car,307.2
FE73696,Oregon,M,High School or Below,3792.1303000000003,97212,93,0.0,Personal Auto,Two-Door Car,360.05589
SW19699,Arizona,F,Bachelor,2755.748,49648,70,0.0,Personal Auto,Four-Door Car,65.954813
QJ40732,Arizona,M,College,4880.3396,97984,61,1.0,Personal Auto,Four-Door Car,407.450118
HM76207,California,F,College,9051.9053,26308,114,0.0,Corporate Auto,SUV,547.2
NT59303,Oregon,F,College,10115.4462,63528,256,0.0,Personal Auto,Luxury,1228.8
PU41393,Nevada,M,College,8269.0754,20225,114,1.0,Special Auto,SUV,547.2
QO86948,Nevada,M,High School or Below,8071.653,0,112,0.0,Personal Auto,SUV,806.4
QN10888,Oregon,F,High School or Below,7726.9936,87620,64,0.0,Personal Auto,Four-Door Car,24.063693
VY19543,California,F,Bachelor,8311.1359,0,72,0.0,Corporate Auto,Four-Door Car,311.329282
XC15133,Nevada,F,Master,2574.0204,34990,65,0.0,Personal Auto,Four-Door Car,42.689135
ST43550,Oregon,M,Bachelor,5727.3270999999995,99934,71,0.0,Special Auto,Four-Door Car,460.323855
FX36546,Washington,M,Master,3679.1421,60804,92,0.0,Personal Auto,Four-Door Car,213.225001
JX68983,Oregon,M,Bachelor,2744.5196,94648,69,0.0,Personal Auto,Four-Door Car,331.2
HX78576,California,F,High School or Below,5636.7403,24516,71,0.0,Personal Auto,Four-Door Car,300.607591
ZQ11381,Arizona,M,Bachelor,16870.3882,61063,85,0.0,Personal Auto,Four-Door Car,262.504882
ON39271,California,M,Master,2738.002,0,74,0.0,Personal Auto,Two-Door Car,263.365432
SB18278,Oregon,M,Bachelor,4644.7005,0,64,0.0,Corporate Auto,Four-Door Car,307.2
ZT30559,California,F,High School or Below,4746.6865,15169,63,0.0,Personal Auto,Four-Door Car,302.4
XI41106,Arizona,M,College,16874.3282,55390,71,0.0,Corporate Auto,Two-Door Car,256.268091
ZS88847,Oregon,F,Bachelor,2387.6061,27592,62,0.0,Personal Auto,Four-Door Car,297.6
RU49126,Washington,F,College,4465.3357,61846,112,0.0,Personal Auto,SUV,215.8182
KR62797,Arizona,F,High School or Below,4591.6259,83297,113,0.0,Personal Auto,SUV,542.4
ZJ73220,Arizona,F,College,13092.5858,0,188,0.0,Special Auto,Luxury,1353.6
FY62633,Oregon,M,Bachelor,9112.2666,0,90,0.0,Personal Auto,Four-Door Car,432.0
CU36986,California,F,High School or Below,4165.1666,55897,104,0.0,Personal Auto,Four-Door Car,499.2
WZ53904,Arizona,M,Bachelor,2659.9806,21297,71,0.0,Personal Auto,Four-Door Car,45.507952
AA71604,Arizona,F,Master,11986.5921,87560,98,1.0,Personal Auto,Two-Door Car,470.4
TD10493,Oregon,F,High School or Below,2898.7327,0,96,4.0,Personal Auto,Four-Door Car,691.2
LY97989,Oregon,F,Bachelor,2894.2439,0,85,0.0,Personal Auto,Four-Door Car,408.0
VX39856,Arizona,F,Doctor,3500.4544,89398,86,0.0,Personal Auto,Four-Door Car,82.409922
TP51897,California,F,College,2621.8086,36843,68,3.0,Corporate Auto,Four-Door Car,357.642982
QQ89253,Oregon,F,College,10221.805,0,134,0.0,Personal Auto,SUV,643.2
EI91403,California,M,High School or Below,2578.271,34946,65,0.0,Personal Auto,Two-Door Car,420.35698
QG15435,Arizona,F,College,6242.5957,75680,78,0.0,Personal Auto,Four-Door Car,136.787725
FZ55002,Nevada,F,Doctor,5220.281,0,69,0.0,Personal Auto,Four-Door Car,331.2
HX77930,Washington,F,College,3136.4321,49532,79,1.0,Personal Auto,Four-Door Car,220.186677
UN37063,Arizona,M,Bachelor,4525.3658000000005,10269,65,0.0,Personal Auto,Two-Door Car,170.798204
VB87946,California,M,College,4970.3573,49714,63,3.0,Personal Auto,Four-Door Car,266.165535
AB60627,California,M,High School or Below,15467.788999999999,77517,129,0.0,Corporate Auto,SUV,98.921782
TA34903,Oregon,M,High School or Below,5838.899200000001,81082,73,0.0,Personal Auto,Four-Door Car,281.295903
AQ51368,Oregon,F,Bachelor,10656.882,72540,88,0.0,Corporate Auto,Two-Door Car,631.743039
NZ26102,Oregon,F,High School or Below,2289.6187,0,65,0.0,Personal Auto,Four-Door Car,468.0
GB45753,California,M,High School or Below,5439.8042000000005,61546,68,0.0,Corporate Auto,Two-Door Car,29.209521
BV79904,California,F,Master,7956.1501,44818,67,1.0,Personal Auto,Two-Door Car,136.883999
OB49075,Arizona,M,Bachelor,4458.1134,17622,65,1.0,Personal Auto,Four-Door Car,312.0
DS97676,Oregon,F,College,2555.0515,0,72,0.0,Personal Auto,Four-Door Car,518.4
JO63462,California,M,Bachelor,3307.9990000000003,79797,84,0.0,Corporate Auto,Two-Door Car,31.755601
NJ10602,Washington,F,College,8459.0532,92717,70,0.0,Personal Auto,Two-Door Car,224.27582
RS24501,Oregon,F,College,13350.120900000002,28919,173,0.0,Personal Auto,SUV,830.4
VT78274,Arizona,M,College,4931.2213,0,68,0.0,Personal Auto,Four-Door Car,480.159011
SU56153,Nevada,M,Bachelor,7776.8352,63568,65,0.0,Corporate Auto,Two-Door Car,390.792553
MN20737,Nevada,F,College,2553.6722,73935,64,1.0,Corporate Auto,Four-Door Car,72.071195
KL43114,Arizona,F,High School or Below,4876.4697,0,66,0.0,Corporate Auto,Two-Door Car,316.8
YQ15567,Oregon,F,Bachelor,9034.3058,18846,115,0.0,Personal Auto,SUV,552.0
TR88637,Arizona,F,High School or Below,8105.9108,38893,103,0.0,Personal Auto,SUV,41.965252
TC88986,Oregon,M,High School or Below,5619.6891000000005,0,153,0.0,Special Auto,SUV,1027.000029
XX88577,California,M,Bachelor,15727.1306,84824,196,0.0,Corporate Auto,SUV,319.820747
NE49052,California,F,High School or Below,6618.0164,20068,86,0.0,Corporate Auto,Four-Door Car,411.011162
KX17826,Oregon,M,Doctor,4670.048,0,125,0.0,Corporate Auto,SUV,600.0
CC91503,Arizona,F,High School or Below,10169.3698,0,135,0.0,Personal Auto,Luxury,648.0
WH32183,California,M,Bachelor,8323.074,97245,70,0.0,Personal Auto,Four-Door Car,4.110585
ES90681,California,F,College,2417.76,51808,61,1.0,Personal Auto,Four-Door Car,351.149904
DW96592,California,M,Bachelor,8044.8724,71391,67,0.0,Personal Auto,Four-Door Car,284.000172
MT23134,Oregon,M,High School or Below,5325.724499999999,0,73,0.0,Personal Auto,Two-Door Car,496.474767
BM69081,Arizona,M,Bachelor,6947.524,0,100,0.0,Personal Auto,SUV,925.137143
MB90871,Oregon,F,College,5847.4152,23496,77,0.0,Special Auto,Four-Door Car,13.164097
GT62080,Washington,M,High School or Below,,55561,63,0.0,Personal Auto,Four-Door Car,227.872071
QL77686,Nevada,F,College,4724.7861,23986,119,0.0,Corporate Auto,SUV,463.335061
ON77827,Arizona,F,Master,2790.228,22974,71,0.0,Personal Auto,Four-Door Car,180.667969
KP18988,Oregon,F,High School or Below,21531.332799999996,0,101,0.0,Personal Auto,Four-Door Car,484.8
TI92884,Arizona,M,Bachelor,12622.8327,61844,106,0.0,Personal Auto,Luxury,508.8
JH73503,Arizona,M,Doctor,20171.961499999998,24804,73,0.0,Personal Auto,Two-Door Car,350.4
YE97964,California,F,Bachelor,16464.3659,27760,104,0.0,Personal Auto,SUV,302.764283
VA30351,Oregon,F,High School or Below,5595.3899,74454,71,0.0,Personal Auto,Four-Door Car,340.8
PV55726,Oregon,F,Master,4170.6873,29462,107,1.0,Personal Auto,SUV,513.6
UC88305,Arizona,F,College,2665.4471000000003,52266,68,0.0,Corporate Auto,Two-Door Car,141.922839
TS53809,Oregon,M,Bachelor,7098.9141,0,70,0.0,Personal Auto,Two-Door Car,349.783046
ZV32120,California,M,Doctor,3971.3451,23599,103,0.0,Corporate Auto,SUV,494.4
FB80807,Oregon,M,Bachelor,5528.2128,36088,72,0.0,Personal Auto,Four-Door Car,345.6
AS55677,California,F,High School or Below,8338.995799999999,70534,104,0.0,Personal Auto,Four-Door Car,54.065538
WA15684,Oregon,M,College,38445.855899999995,27398,125,1.0,Personal Auto,SUV,600.0
SA50567,Nevada,M,Bachelor,5448.5552,85296,68,0.0,Personal Auto,Four-Door Car,342.515136
KJ31611,Arizona,M,High School or Below,10808.066,31063,92,0.0,Personal Auto,Four-Door Car,441.6
VL37375,California,M,Bachelor,6185.096500000001,0,92,0.0,Personal Auto,Two-Door Car,1027.177255
KN21017,Nevada,M,High School or Below,3208.2259000000004,52367,81,0.0,Personal Auto,Four-Door Car,275.989978
PX44289,Arizona,M,College,5480.1041000000005,58651,71,0.0,Personal Auto,Four-Door Car,472.599683
AM97901,Nevada,F,College,22986.1539,84831,192,0.0,Special Auto,Luxury,1336.931716
RE42925,Oregon,M,Bachelor,13107.9259,49088,114,1.0,Corporate Auto,SUV,547.2
TR81766,California,F,College,7462.9263,70263,93,0.0,Corporate Auto,Two-Door Car,7.345946
CH85057,Oregon,F,Doctor,11463.991000000002,45354,285,0.0,Personal Auto,Luxury,540.141566
UP71482,Arizona,M,High School or Below,7236.1325,0,63,0.0,Personal Auto,Four-Door Car,383.363758
EG40670,California,F,Bachelor,6232.687900000001,28334,83,0.0,Special Auto,Four-Door Car,537.765151
HV83672,Oregon,F,Bachelor,28393.3299,38772,90,0.0,Personal Auto,Four-Door Car,321.873474
MG10140,Oregon,F,College,3746.7515999999996,41479,94,1.0,Personal Auto,Two-Door Car,19.575683
TC44716,California,M,Bachelor,21569.3373,23909,119,0.0,Personal Auto,SUV,571.2
QO65264,California,M,College,5012.0837,48328,63,0.0,Personal Auto,Two-Door Car,108.138715
EB66698,California,M,High School or Below,3371.8584,86689,85,0.0,Corporate Auto,Two-Door Car,408.0
OT52034,California,M,Bachelor,3864.7768,24204,99,1.0,Personal Auto,Four-Door Car,707.303416
CH85444,Oregon,M,College,4145.7119,25943,110,0.0,Corporate Auto,Two-Door Car,1067.333126
PU85769,California,M,High School or Below,5156.072700000001,0,73,0.0,Personal Auto,Four-Door Car,807.947292
UI73201,California,M,College,3667.375,62375,92,0.0,Personal Auto,Two-Door Car,618.630955
SL50592,California,F,High School or Below,7835.6835,0,71,0.0,Corporate Auto,Four-Door Car,404.272806
XP11075,Arizona,M,Bachelor,14567.2684,0,148,0.0,Personal Auto,SUV,710.4
SI31236,Oregon,M,Bachelor,10171.339,70200,65,0.0,Corporate Auto,Four-Door Car,312.0
JN26745,Nevada,F,Bachelor,4135.7752,0,112,0.0,Special Auto,Four-Door Car,707.977614
VK48036,Oregon,F,College,5511.4911,79027,70,0.0,Corporate Auto,Four-Door Car,336.0
JX76668,Washington,F,High School or Below,11314.2439,62935,141,0.0,Personal Auto,Luxury,232.242326
DS45802,California,F,High School or Below,5414.6173,26893,68,0.0,Personal Auto,Four-Door Car,68.226001
OA96690,Oregon,F,High School or Below,7421.5935,47406,94,1.0,Personal Auto,Four-Door Car,287.149807
EM27919,California,M,Bachelor,4458.1134,17622,65,1.0,Personal Auto,Four-Door Car,312.0
QO41043,Oregon,F,College,14476.1249,27572,124,0.0,Corporate Auto,SUV,595.2
OV50124,Oregon,F,College,4936.8884,0,72,2.0,Personal Auto,Two-Door Car,391.636628
PR31642,Oregon,F,Bachelor,4525.2765,32802,114,0.0,Personal Auto,SUV,547.2
BU41599,Washington,F,Master,5581.7613,62739,70,0.0,Personal Auto,Two-Door Car,239.328571
TK30357,California,F,Bachelor,14134.3474,90844,118,0.0,Personal Auto,SUV,232.674417
NF31087,Nevada,F,High School or Below,24723.183100000002,44685,69,0.0,Personal Auto,Four-Door Car,331.2
NH16984,California,F,Bachelor,2838.0678000000003,0,80,0.0,Personal Auto,Four-Door Car,336.50961
OS75493,California,F,High School or Below,3848.4836,42589,98,0.0,Corporate Auto,Four-Door Car,470.4
VT63298,Oregon,M,Bachelor,19504.473899999997,0,72,0.0,Personal Auto,Four-Door Car,345.6
QS75550,Washington,F,Bachelor,2480.0459,93383,62,0.0,Corporate Auto,Two-Door Car,244.212286
SZ16483,Arizona,F,High School or Below,4361.372899999999,79583,109,2.0,Personal Auto,Four-Door Car,523.2
VM92311,Arizona,F,High School or Below,2529.0775,89129,64,0.0,Personal Auto,Four-Door Car,328.870868
NJ46849,Arizona,M,College,2504.4448,0,69,0.0,Personal Auto,Four-Door Car,496.8
WZ31900,Oregon,F,Bachelor,8649.7006,94389,107,0.0,Corporate Auto,SUV,85.063708
RG30482,Oregon,F,College,13668.355300000001,0,197,0.0,Personal Auto,SUV,1418.4
ZM86949,Oregon,F,High School or Below,20635.0846,84106,64,0.0,Personal Auto,Two-Door Car,334.408717
QQ39596,Arizona,F,College,2517.5335999999998,0,69,0.0,Personal Auto,Four-Door Car,42.096415
FH51383,California,F,High School or Below,5326.6777,76717,66,0.0,Personal Auto,Two-Door Car,300.528579
BJ53923,Arizona,M,High School or Below,2600.2721,51978,66,0.0,Corporate Auto,Four-Door Car,144.782152
CZ96653,Oregon,F,Bachelor,8534.792800000001,47325,107,0.0,Personal Auto,SUV,64.598216
FB23788,Oregon,M,High School or Below,8828.835,86721,111,0.0,Corporate Auto,SUV,532.8
NT43594,Nevada,F,Bachelor,2248.4496,24910,63,1.0,Personal Auto,Four-Door Car,347.857619
RJ85627,Washington,F,Bachelor,12302.7624,43817,62,1.0,Personal Auto,Four-Door Car,245.447622
KJ86296,Oregon,M,High School or Below,4556.593,0,73,2.0,Personal Auto,Four-Door Car,525.6
PI47776,Oregon,F,Bachelor,2530.7051,89451,63,0.0,Corporate Auto,Four-Door Car,61.769564
MD73554,California,M,College,5251.984,59537,66,0.0,Personal Auto,Two-Door Car,316.8
UX92071,Oregon,M,High School or Below,6743.1193,0,199,0.0,Personal Auto,Luxury,955.2
YG44474,Oregon,M,College,14014.7213,54193,117,0.0,Corporate Auto,SUV,720.752945
UH45301,Oregon,M,College,9438.9156,86946,118,0.0,Personal Auto,Four-Door Car,340.656963
RY92647,California,F,Bachelor,10506.7717,0,92,0.0,Personal Auto,Four-Door Car,546.524896
IK12620,Arizona,F,High School or Below,4213.9186,12160,109,0.0,Personal Auto,Four-Door Car,489.411833
GQ66762,California,M,College,4773.6864000000005,33701,63,0.0,Personal Auto,Four-Door Car,171.325856
YT69858,Washington,F,Bachelor,5441.4201,85702,67,0.0,Personal Auto,Two-Door Car,249.085887
XD85577,California,M,Bachelor,2842.2669,69417,73,1.0,Personal Auto,Four-Door Car,30.874869
TM65736,Oregon,M,Master,3059.5503000000003,38644,78,1.0,Personal Auto,Four-Door Car,361.455219
VJ51327,California,F,High School or Below,20314.9976,63209,102,2.0,Personal Auto,SUV,207.320041
GS98873,Arizona,F,Bachelor,3239.1247,16061,88,0.0,Personal Auto,Four-Door Car,633.6
CW49887,California,F,Master,4626.8011,79487,114,0.0,Special Auto,SUV,547.2
MY31220,California,F,College,8997.0402,54230,112,0.0,Personal Auto,Two-Door Car,537.6
,,,,,39295,193,,,,
